age,user,0,1,2,3,4,5,6,7,8,9
18,___kathz,mga 1 hr na akong nakapikit pero hindi pa rin ako makatulog ,buti na lang may emergency light kami pero electric fan wala ,bakit naman ngayon pa nagbrown out mainit po huhuhu,brown out whyyyyyy,Thank you sa lahat ng bumati love ko kayooooo hihihihi ,WAHHHHHHH luv u,enge yung may hot air balloon ,"thank you, kapwa kong marupok sana pwede kong iretweet hays hahahahhaha miss you",hindi ko alam pero i love Rm kase naiinlove ako sa tuwing magsasalita siya sa english ,"thank youuuuuu maye i miss you, see you soon Iloveyoutoo "
18,hsophiamier,SKSKKSKS YASS,Yess daee nya the ep after that sd ,Its literally 6,@nuevo_dandy wa lang kahinumdom ko atong cge kag adtos cr mga every 5 mins HAHAHAHAHHAHAHA,Omg skskskks tanawn nya nakog padayonn HAHAAHAHAHA,Kazunari*,WHHAHAHAHAH perooo katong form ni shintaro gani na mo shoot sya daan without the ball nya i labay ni kazurani na ma timing HAHAHAHA kageyama hinata feels kaayo,Mura mag setter si kazunari ni shintaro oyy,,Ughhh the haikyu watcher
18,maddieughh,$Maddieughh," all love, thank you so much",mijaaaaaaa these r so old jesus christ but thank you pretty girl ,thank you bri i love you so much , i love&amp; miss u too,ayo whoever sent me money and told me to stop crying on my birthday thank you,my orange tongue ,LATINNNAAAAAAA i love you thank you mamas ,it’s my birthday send me a dolla if u lub me,i turn 18 in 15 min should i make a only fans
18,jademacleod1,Thank you babe!! I’m sure did ,Thank u babe!! It sure was xx,Thank you babe! It sure has xx,Thank you Nat! Yeah definitely xx,Thank you Shelly!! look forward to it ,Thank u josh! I sure did x,Thank you babe ,Thank you tommy! has been so far x,Thanks babe!! Yeah definitely ,Thank you my lovely 
18,apryldncb,,,,,,,,,,
18,jgrice716,Thanks Soph! ,"Love you guy, thank you! This summer is gonna be one big celebration ",Thank you Coach! I still think I absolutely nailed this! ,Thank you Taylor! I’m looking forward to summer to see everyone at Pack again!,Grice 33,"Oh yeah, Speed Kills! ",,Thank you so much!,An absolutely terrific night! Thank you for making the trip out there to spend the evening with me Coach!,Happy 19th big guy! I hope you enjoy the day! See you soon brotha ! @mason_mcmillen
18,imsampinto_, ,Thank you @montero_cyrille #NewProfilePic,Kahit sobrang short lang ng message sakin ni Ara ramdam na ramdam ko na totoo at galing sa puso nya sinabi nya.,Thanks baby ko ,Thank you bui!! ,Thanks bb. Godbless mwaa,Thanks bb mwa ,Thank youuuu nasan nakayo yung pic ko. Hmmm hahahaha. Godbless ,Thanks ateee ,THANK YOUU 
18,jasmnxx,huhu i've missed my baby's voice ,jusq tito coy ,i was the least favorite :<,sabi ko na nga ba iiyak ako sa birthday ko,we welcomed again the warmth of the Montefalco's ♡ #MSERIES2020,thankyouu nakssss! missyouuuu,sure sure! bring your own baon,labyuuu nakiss! thankyou!!,I AM NOW LEGAL! HAPPY BIRTHDAY SELF!! ,mas lalo kong namiss yung grade 12B dahil dun sa sinend ni mameng na video tsaka dun sa announcement ni sir 
18,lucky_ryan10,Thank you boss man!,Thanks Brookie! Hope you have a great day!!, ,"My heart goes out to all my classmates, as well as all other seniors out there ",@sydryoung ,#NewProfilePic,Couldn’t agree more!,God is good ,Thank you so much! Means a lot coach!,Thank you very much Coach! Now it’s time for you guys to win a sectional game!!
18,_joyyccee,hindi ako!! HAHAHAHAH,"Thank you tetar!!! God blesss din, keep safe!! ",Thank you eunice!! God bless you tooo ,after lockdownnn!!!! wag drawing ,Secret,Thank you ronjekkkk!! ,Thank you angela!! Miss u toooo ,Thank youuu!! ,"thank you jeric!! love u, keep safe ",Thank you hannah!! *huuuuugs!!*
18,mariafelisaa,Thank you katkat ,Same ,Thank you gwapa ,Hahahaha witty! Thank you nam God Bless you too and keep safe ,When I said I love bj so much this is what I meant! Buko joice not—,Thank you lycaaa ,Thank you kuya Vic ,Walang matinong kausap dito sa tatlong satanas na to huhuhu good night na po sana masaya kayo sa buhay niyo...,Thank youuu ate teta keep safe &amp; loveyouu ,Sus! baka umiyak ka pag nasuntok kita diyan
18,beKAWSSS,nasanay na sa no rice,after 3 weeks kanina lang ako ulit nakakain ng kanin. ayoko na lasa nyemas,araw araw puyat sa ml,"Thankyou, Lo!",Thankyou ateeee. Miss u all. Hangout soon. Godbless and Stay safeee,"Thankyou so much, Ate! Miss u too pooo. Godbless and Stay safe poo",Thankyouuuuu. Hang out soon. Godbless and Stay safeee,Thankyou so much. Godbless and Stay safe ,wag hahayaan matulog ung tao ng mas bigat ng loob,"Thankyou so much, Sir! Hang out soon. Love uuu. Godbless and Stay safe. Got u alwaysss"
18,rbillock03,Thanks marissa ,Pitch phase is a beautiful thing ,Thanks Mr. Cole ,Thank you much sprinkles ,Thanks tangerine brother ,Thanks Schmadam . I’m glad that I am your most favorite ginger,Thanks Stone ,Thanks Hannah ,Thanks Bother Mike!,Thanks Chaz Dad . I miss you too 
18,Jackmagyr_,cheers brother,@RockstarGames gta is fucked,thank you mate x,"cheers mate, for sure ","cheers abbigail, hopefully sooner rather than later xx",cheers Rebecca a will do xx,thanks sarah you also xx,thank you reegan xx,cheers bro x,thanks abby a did xx
18,mj_bustillos,https://twitter.com/thekarinaprieto/status/1248711553286840320,thank you dawg !,Update: https://twitter.com/mj_bustillos/status/1228351431633252352,thank you brother !,thank you trin!,always ! thank you !,thank you dev !,THANK YOU CHELS!,thank you kayla mahone !,thank you brotha !
18,byzabeeel,thankyouuuu!! ,thankyouuuuuu! ,"HAHAHAHAHAHAHA HOOOOOY, SALAMAAAAAT!! #dinamuli","thankyouuuu, ate pam! ",thankyouuuu!! ingat palagi ,"7:53 pm ako ipinanganak kaya ngayon ko pa lang babatiin sarili ko HAHAHAHAHA HAPPY BIRTHDAY!! NAKAKAIYAK, MATANDA NA 'KO HUHU PERO STILL THANKFUL KASI UMABOT NG 18 YEARS, THANK YOU, LORD! ♡","missyoumore! ang hug ha, huwag malilimutan hahahahaha ",thankyouuuu!! ,"HAPPY BIRTHDAAAAY SA AKING KAKAMBAL, PATI SA PAGTATARAY, MGA KAARTEHAN AT KAKIKAYAN AY PAREHO HAHAHAHAHAHAHA SANA HINDI NA MULING MAGULO PA ANG MUNDO NATIN, NAKAKASAWA NA DIN NAMAN ANG PAULIT-ULIT ANO NGA? HAHAHAHAHAHAHA CHAR MAG-IINGAT PALAGI, LOVE Ü TEH @elayaamariz","nasa lemery, nagcecelebrate ng birthday HAHAHAHAHHA CHAROT MISSYOUUU NA TALAGA "
18,Alasteyrr,ngano mauwaw man ka uyyyy ,POOOOST HAHAHAHAHAHAHAHA,@this_vid,salamat dae HAHAHAHAHHAA panghugas nag plato,indeed it is i love u ,salamat lucyyy HAHAHAHA atay guwang na ko ,,ang ga suot akoa ,ays? magsure ta ha,ahh kuyawa bossing oy HAHAHAHHA
18,seynoohrita,iloveyoutoo ,thank uuuu mamayyy ,thank youuu rayang!! ,thank you ats!! ,thank you chyng ugh imissyouuuu!! ,thank youuuuu rayang!! ,uwuuu thank youuuuu lasaaaaa ,thank you faveee!! iloveyouuuu ,bang ku pag kakitaan i vern pag uyumun tud aku rang , 
18,410GAB,"Thank you, Ate Via ","Thank youu, bishhh ",Thank you God bless,Thank you ,Thank you Miss u,"Thank you, Ate ","Thank you, Jamela ",Thankk youuu! Ako na bahala sa inyo chourrr,"Thank you, Qiaaa ","Thankk youu, love you!"
18,ksyxxrgrxx,Grateful ,thaank youuuu ericaaasexy!! God bless ü and stay safe always ,thank youu aira!! God bless din! ,"THANK YOUUU SO MUUCH AC!!! HAHAHAHAHAHA inom ng tubig dapat. matutuloy yan tiwala lang, i loove youu!! (sa pm na iba ksksks) mwa!",HOY YUNG MUKHA KO SHET HAHAHAHAHAHAAHAHAHAHAHAHAHAHAH,thank youuu!! God bless ü ,thank youuuu cheneeeyyybabes!!! i miss you too mamsh! stay safe labyutooo ,support kita dyan now na gawin mo na,thaank youuu janabanana!! i love youuu more ,"thank youuu sm, love uu "
18,elapaguio_,Thankss ,,,,,,,,,
18,molly_cook14,Thank you Mr. Cornacchioli !!,Thank you so much Miss Belhumeur!!,thank you so much to one of MY favorite human beings!!,The best Social Distancing Birthday Surprise Thank you everyone,a few people need to learn this ,i’m crying , ,@peytonnerinn you’re such a good photographer,@mattcelona_ you’re so cute,I always feel so welcomed at the Coonan Compound!
18,KhelFigueroa,Sleep oyats! yeet,BUSET HAHAHAHAHAHA,Nag cecrave ako sa mangga hayup HAHAHAHA,Covid umalis ka na pls, , ,Sana napasaya ko kayo :((,Grabe yorn HAHAHAHA,Tunay na igop ,10pm gais 
18,gwenpulvera2,hoy mga manyakol wer u at relate kaayo ta ani HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,"hi, mingaawa oy mingaw nako nimo awwww",thankkk yo!!,"kapoya aning quarantine oy, sige rag kaon, taod taod kaon. sig huna huna unsay kan on, sig order ug pagkaon, taga lihok kaon kaon kaon. bat ganon??? ",bitaw pero wa lang koy uyab HAHAHAHAHAHAHAHAHA gimingaw lang kooo,bored in the house and i'm bored in the house i'm bored bored bored bored,Hooy kalame sa benignit gyud ,FOR NAIROBIIIIII,Tenchuuuu ,Hehehee thankkk youu langgaaaa 
18,NicoleScherzy,Quarantine isn’t getting to us at all...Something to loosen your buttons up to and have a little during this time We love you , ,"Always sad to see someone go, but always love to see them take off their mask!! #TheMaskedSinger", #TheMaskedSinger,Y’all know what’s next... the SMACKDOWN! #TheMaskedSinger,I did both!! I obviously can’t decide #TheMaskedSinger,#TurtleMask... you’re just so good!!! #TheMaskedSinger,Period #TheMaskedSinger,Right?? #TheMaskedSinger,Happy I get to watch #AstronautMask’s performance again #TheMaskedSinger
18,EthanDolan,I’m lowkey not gonna wanna leave New Jersey after this quarantine,My aunt sent me a video of my 5yr old cousin decorating her car with a bunch of happy birthday stuff so they could drive by his little classmates house to wish her a happy birthday while social distancing. Too fuckin cute ,"Wow, this was so nice to hear. I hope you’re doing well today ",Grayson messed up his shoulder and he said the only reason he cares is because he’s going to miss out on gains for a little while..... I love u bro but sound MORE like a douchebag,Here’s us going insane,New YouTube video tomorrow WOO,"Things I learned during the quarantine: - my full credit card number, expiration date & security code from all this online shopping - Carole Baskin is guilty",Really grateful that I have a beautiful home and family to be quarantined with.,This is trippy ,Nah ur trippin
18,kenjeong,,"Wishing you safety, good health, and sanity in these insane times. ", ,Congrats on the ratings!!,3rd ep of #DarkestTimeline podcast is up and @joelmchale and I are still figuring out the format: Beloved Community guests or just us doing Q&amp;A? We ask @dannypudi his opinion. @ApplePodcasts link https://podcasts.apple.com/us/podcast/the-darkest-timeline-with-ken-jeong-joel-mchale/id1504921890#episodeGuid=e2073c73-0d41-4204-97dc-5e941d02087c … @YouTube link https://youtu.be/qu4kzAuqHfU,Forgot to add @Stitcher link of our newest #DarkestTimeline podcast with @joelmchale:, #DarkestTimeline,#DarkestTimeline https://linktr.ee/kenjeong,New #DarkestTimeline podcast available NOW! @joelmchale &amp; I attempt another Q&amp;A and it goes off the rails. Again. Below is a random Tim Tebow tangent: @ApplePodcasts link: https://podcasts.apple.com/us/podcast/the-darkest-timeline-with-ken-jeong-joel-mchale/id1504921890#episodeGuid=e2073c73-0d41-4204-97dc-5e941d02087c @Spotify link: https://open.spotify.com/episode/6HD9RRE1O1G6IoiWAdDEIC?si=ik3p0oWUSrClTU_txSlPHg @YouTube link: https://youtu.be/qu4kzAuqHfU, @YNB &amp; @dannypudi so much. This is everything. 
18,NickCannon,West coast!! Get ready! RT if you’re tuning in! #TheMaskedsinger,The smackdown battle was ! Who won that one? #TheMaskedsinger,#TheMaskedSinger, #TheMaskedSinger,It’s that time we’ve been waiting for!! Who y’all got?? #TheMaskedSinger, ,RT if #turtlemask is your fav! #TheMaskedSinger,I’m still taking answers for what’s some crazy items we’d find in your bag! Send them in #TheMaskedSinger,Taking all #TurtleMask guesses now! #TheMaskedSinger,RT if #AstronautMask is your favorite on the show this season! #TheMaskedSinger
18,BiffyClyro,"Simon will be live in 30 minutes at http://facebook.com/biffyclyro/live/, post your photos using the hashtag #biffyDressUp",You can listen to Instant History on the new #F1Tracks playlist. Listen Now at http://spoti.fi/2KFXOxw,"Join Simon this evening on Facebook Live from 6pm (London) / 7pm (Berlin), 2pm (New York), 10am (LA). #BiffyDressUp You can watch last weeks show in full at https://smarturl.it/biffyFBliveY2",Simon will again be performing live this Friday evening on Facebook Live from 6pm (UK Time). He will be donning a new outfit and hopes that you will join him. Only 1 rule - you can’t wear the same outfit as last week! #biffyDressUp,Watch the full show at https://www.youtube.com/watch?v=qi16IgcnJQ4 #BiffyDressUp,"Ben will be recording a few more drum videos over the coming days and wanted to know what you would like to watch him play, leave your favourites in the comments below.",Hi Germany! Simon will perform ‘Instant History’ from home as the musical guest on Late Night Berlin tonight on @ProSieben. Tune in from 11:10 pm CET,We're live at https://smarturl.it/biffyFBLive2 show up your outfits using the hashtag #biffyDressUp,Simon will be live this evening at 6PM (UK time) on http://facebook.com/biffyclyro and will be dressing up. We want you to join him and see your costumes during the show. Get Creative! Post them up with the hashtag #BiffyDressUp,Friday 3rd April - 6pm UK time. #FacebookLive #livestream
18,alexcxaluna,shake rattle and roll((hindi ko alam pangilan)) pero si unding talaga pucha sa sahig na ng cr ako naihi dati pero pagtatae no choice,cute mafrustrate ni clang abt sa pagbati sakin kahapon kasi andami na daw bumabati sakin tas nakakailang edit na siya ng pics namin kahapon HAHAHAHHAHAHAHAHAHAH,mejo pass,thank youuuuu sa nanay at tatay ko anuuu♡♡♡,,gaga kahit ako saan saan ako napadpad ih bobong anak lang din aku HAHAHAHHA,ayuuun settings! tas account tas nandun log out!,wait pano nga anuuu,"log out mo nga, feel ko naiimbyerna ka na jan HAHAHAHAHHAHAHAHAHAHA",HAHAHAHHAHAHAHAH NAALALA KO PA RIN FIST IMPRESSION NI SUAN NA MAGJOWA DAW TAYO BWISIT HAHAHAHA AKO DAW YUNG TOMBOY AMPOTA
18,madison_pasko07,#NewProfilePic,thank you coach!,"I cannot begin to thank @crestwoodcheer1 , my bestfriend, and everyone involved for surprising me today and making this day so special. By far the best cheer squad out there. I love you all so much ",thank you ,absolutely love that i left my sunroof wide open in this storm :),i think your stunning and miss braelyn is gonna be just as beautiful ,i love youuu ,the loml.,i would give anything to bring hunter home right now just so life could be atleast a little bit normal again.,"i could barely understand pre calc AT school, idk how im going to understand it now"
18,MazieWechter,Thank you Raegan ,Thank you!! I miss you too ,Thanks so much Chris !!,Thanks Kendell & me too ,Thanks Emma luv uuu,Love u hollykins ,Thanks Geoffrey!,Thanks Morgan ,"Thanks Caden, love & miss ya ",I love you Marley 
18,NewstalkFM,"The State Examinations Commission has said it's ""making every effort to run the examinations as close to normal as possible"" later in the summer.",A further 25 people are confirmed to have died from #COVID19 in Ireland.,"'2km rule doesn't apply' in domestic abuse situations, Government says.",Catch up with the top stories this Friday evening...,The #ShineYourLight campaign will see public buildings lit up right across the country and in embassies around the world.,Philippe Coutinho would relish the opportunity to play in the Premier League again.," @bobbykerr gets a buzz cut! Find out if he survived, plus lots more on 'Down to Business', Saturday at 10am. #BobbyMeansBiz",A further 25 people are confirmed to have died from #COVID19 in Ireland.,Finance Minister Paschal Donohoe told Pat Kenny that the COVID-19 rescue package agreed last night marks a ‘Good Friday’ for the EU.,"The Home Show is a year on air this week, to celebrate @Sinead_ryan looks back on the best bits from the year Featuring @RoryHearne, Patricia Power from 'Room To Improve' &amp; of course, @Rosinmurphy. Tune in tomorrow from 9am."
18,eiu,"Welcome to the #EIU family, Hannah! #FuturePanther #PantherPride",Thanks for being awesome!,"Welcome to the #EIU family, Jillian!", ,It’s TikTokTuesday with ⁦@EIU_Admissions⁩,Looking for some #MondayMotivation? How about a performance from #EIU alum Matthew Polenzani '91 of the @MetOpera? #PantherPride #ForeverEIU,"How is everyone's second remote #EIU Monday going? If you need some inspiration and calm, take some deep breaths, drink some water and watch this bird's eye view of campus. Stay strong, Panthers! You've got this.","We know the world can be a scary place right now. But we also know Panthers persevere. The #EIU family remains all in for each other, and for you.",Joint Message from EIU's President Glassman and City of Charleston's Mayor Combs: https://www.eiu.edu/media/viewstory.php?action=1451,Lol. We still love ya. Now all you have to do is recruit another family member!
18,IamRellAnthony,Is Beyonce fine? Is she ok?,Oh that table came out perfect!!!! ,Next question https://twitter.com/thtblkqrvgn/status/1248449595828506624,Must be nice..,The poise. The assessment. The checking out mentally.,This will never NOT be a mood.,Thank you babe!!,Bitch get from off my daughter’s bed!,Mood,
18,BlakeKilkenny,Beating Rocklin in playoffs. #whsunleashed @whscatfootball @kevingood02 @will_fishhead @TheeCoachMac @BlayneKilkenny @BryceKilkenny,Thank you.,Thanks for the guidance and support coach.,So ready! Thanks for the offer and for believing in me. @YotesFootball @mmcfadden70 @BlayneKilkenny @TheeCoachMac,It’s official... super excited to be a Yote! Thank you @BlayneKilkenny @juliekilkenny @mmcfadden70 @YotesFootball,I can’t thank you enough for your guidance and support all my life. Thanks for everything dad!,Thanks buddy! Super excited for the both of us!,Thanks Mrs. Tawney.,Thanks. Hoping you’re having fun in C R.,Thanks so much Coach Chop. I appreciate all your help with all of this.
18,DeePointEuropa,They look yummy AJ I will be putting my order in!,Oh wow! Can you learn how to say my name Alfie and teach me? I would love that!! ,Happy early birthday GB! ,Happy early Birthday GB!!! ,I love them!!! ,Wow Europa does anyone have any names? @DeePointPrimary,Hello Europa! Miss. B has been busy in school today in Reception class I had lots of fun and even had ago on the scooters How has your day been? Here is tomorrow's challenge km looking forward to seeing some videos of this one @DeePointPrimary,You did much better than I would have ,Oh wow Europa!! How amazing is this Well done team ,Europa! Here is your challenge for tomorrow. It is time to learn something new I'm in school tomorrow but I've been so inspired by all of the amazing baking that's going on I'm going to give that a try over the weekend! @DeePointPrimary
18,jk_rowling,Wonderful thing to hear ,Hang on in there. Chocolate is an essential foodstuff for precisely this reason x,Never give up.,"I slapped on some blusher and turned off the overhead light, Neil! Wanted to spare you the full horror.",Never going to happen. I'd give up if I were you ,"I thought I'd maintained reasonable personal grooming standards in lockdown, but having agreed to FaceTime my agent at 5 minutes notice, I realise I look like a homeless consumptive.", ,"Oh, well, if we're doing that, I completed two novels this morning, not to mention a provocative think piece ","Novelists v journalists, innit. Increased anxiety aside, this is my normal life.",I won't brag. It's unbecoming.
18,baluyut_rasela,nakagawa ako ng sarili kong french fries , ,, ,,18 na pala ako awit HAHAHAHAHAHHAHAHAHAHAHAHAH,SALAMAT MWAPSIII ,"Thank you mamsh @eclababsh imissyoutoo:&lt; and loveyoutoo,,, stay safe and God bless din ",'di nasagot si mica mukhang totoo ,HAHAHAHAHAHAHHAHAHAHAHAHAH di manlang naisip bumili pagkain basta buhok ang dapat priority
18,Wyspycremes,, ,if you follow me and you haven’t told me happy bday yet you fake asf and i’m blocking u lol anyways Good morning!!! Bday stream will be up in a couple hours First ever Sub-a-thon stream tonight , ,happy bday lol aries gang ,HAPPY MF BDAY TO MEEEEEE BITCHES LOL we shall Celebrate later today! i’m working on a sub a thon for a stream later! so get ur rest cuties ,lol!!!! ur cute , pokicremes,why u look like kanye ,if they don’t say anything tomorrow i’m running away
18,fucktiller,WAKE UP DROPS 4.11.20 BE READY,NEW MUSIC SATURDAY,,"I ran out of credits last night, nice",RIP BILL,"talked about the new song and stuff, check it out :)",“BEEF” AVAILABLE EVERYWHERE NOW https://youtu.be/wd4WWdymEbw @prodbysyndrome,mad appreciated ,BEEF DROPS SATURDAY ON ALL PLATFORMS LETS GET IT,paranoia
18,AdamStevens25,Arguably one of the most legendary pictures of our time! What jack said is facts tho - big summer ahead,Thank you coach!,Congrats Bro!! Ball out ,"Congrats Jack! You earned everything you got, love you bro! ",Happy birthday stew @lancesteward3 love you bro ,@_TJWatt,Best receiver in the state ,Happy birthday @chaserodgers_ big Weatherstone pump and we gotta swipe daddy’s card at chipotle soon ,Happy birthday @ChaseDiosy love you bro ! We know you,Happy birthday tree man @jheller02 hope it’s good bro! big season coming up
18,delgadh0e,thank u for following my instructions ,SMILE KA NA KASI SA PICS OK,DABEST ITONG POST NA TO KAHIT GINAWA MO AKONG MEME GALA TAU ALONE WALANG @ErikoRubles @anna_aristo,i wan 2 kiss you bwahahahsha ,enebe,HOY SABI MO LIPSTICKAN MO KO DAHIL SA BARKADA SHOTS,HAYOP KAAAAAA HAHAAHAHA @andreya_dgl TINGNAN MO SINISIRA IMAGE NATIN,BAKIT MO TINAKLUBAN FACE MO MADAYA,hmmmmmm futuristic ka nakikita ko dahil ayaw mong gantihan kita sa iyong bday chz THANK YOU KAELEIGH WAG MO NA DAGDAGAN WAHAHAHAH,ano ba yan kadiri naman nakakadisappoint
18,Ishaa_Asim,"Congratulations Renee, that is brilliant! ","Yep anything, just let me know ",My mum also works in the NHS in GM and has the same issue! She’s having to source her own PPE.,Old too? ,Hope it was good and best of luck for the year ahead guys!! ,And of course @YouthFocusNW and the beautiful #POSH scheme @harrietpotts321 @rhiannonashtonp @Davina01572891,The message: The climate crisis is going to continue being a crisis unless we work together. Please post your own messages and spread the word! We want a world in 20 years time #digitalstrike #environment #world #climate #activism #youthengagement #youthvoice,,Congratulations! Great to see our Manchester politicians being recognised and valued ,"Such kind words Noor, thank you very much! "
18,yuanmaee,Thank youuu guilaany. Loveyouuu ,Thank you rhythm ,Thank you men ,HAHAHAHHA THANK YOU MENNN MWA,HAHAHAHAHAHA THANK YOU SO MUCHH NINONG BALI ,Thank you hannah ,Thank youuu france ,Thank youuuu ,Thank you bunog ,Thank youuu babyy. Iluv u too 
18,sydstephenss,so air heads right? yeah so like is mystery it’s own flavor orrr like one of the other flavors in the mystery package and just not artificially colored?,@4Pech,,GO EM!!!! Can’t wait to watch you do big things!!,I’m seriously dying laughing!! this is hilarious @hannahhlarson ur a beast,Oh my lol,my dawgs #TikTok,THATS MY TEAMMATE ,@SirK31,"this is why I love my school, I am so excited to be a bulldog, such a cool place"
18,Ptrciaaaxx,HAHAHAHA humble,HAHAHAHA balita ko kasi ikaw nga daw yung pinaka poging hokage ng orani diba?,"Thankyouuuu b! Imissyou seeyousoon, iloveyouuu! ","Aysuuuus! Baka pantayan mo lang mga yan e, baka nga mahigitan mo pa hahaha","Hintayin mo mga yan sa debut ko, hahahahchar","Thankyouuu chois, hope to see y'all soon (bont nalang kulang )","Thankyouuuu ate, imissyou seeyousoon! Iloveyouuu ","Bweysit yan eh, hahahaha thankyou bessywaps! ",Thankyouuu ,E i g h t e e n 
18,vgdunkey,premiere , ,when you try to edit high quality footage in adobe premiere,i stopped listening to chris when he said war gods was bad,,,"so much for half life, this was like 3 bucks and u get food",,Blathers is gonna lose his shit tomorrow.,
18,JohnathanOden,Thanks I will ,Congrats bro,Congrats on making that far,Thanks ,I see you big bro , ,My bad,I got u ,Thanks bro ,Keep it my boy 
18,kiyah_yeast,My dawggggg thank you! ,Thank you Coach!,Thanks Daddy ,Thank you!,Thank you!,Thank you mommy ,Says the 5 star miami commit ,Thank you!,Lmaoo man rod hard idccc ,Pray 4 love
18,RielJesz,Namiss ko na matulog ng maaga ,Wooyh was dat??!,Ung tubig parang wifi ihhh saka lang lalakas pag gabi o madaling araw na HAHAHA,Halaaa THANKYOUUU!! ,Missutoo labyuu hahaha ,Thankyoouuu labyuuu! ,Ok tulog na let ako ,Syeeeeeettt 18 na ako?!?! ,Syeeettt feeling ko apaka samang tao ko ,Strawberries and cigarettes always taste like you 
18,i5elitelb,,,,,,,,,,
18,Trey50James,,And why not???,You can always cheer for wake forest,Congrats bro,,Bout time we get you,Congrats bro,Thank ya :),Thanks coach I really appreciate it. Love y’all,Thanks :)
18,jelyanyyy,rookie 3 nami HAHAHHA,argggg humanon sa ko ning stranger things waahhh s2 pako nice kayuuhh ,nalingaw mi sa cod ni karen. bala pajud kay mi whahahaha,di seg reply abi palang hahahahahahahaha,ka way angay oyh, ,i love you too po ,"thankyouuuuu kaayu sa mga nag greet sa akoa gahapon, og sa pa 18candles og songs ni @kyle_abragan &amp; @ttrreexxiiee na appreciate kaayu nakoo inyungg efforts og sa akoang fam na nag prepare sa foods namo, sila bisita nako sila pa nag luto yiii thankyouuu! so much looove ",thankyouuu shem ,I LOVE YOU! Pogi as always 
18,reed_stauffer,"Thanks dad, love you",Why won’t you be my girlfriend,"Oh Dixie, I love you",What’s poppin @dixiedamelio @charlidamelio,,,,,,
18,lwholey_13,You make me laugh Nick,Wait why’s she out here killing those things tho,Thank you big Dave!,Love you momma ,This is absolutely priceless,I can’t stop laughing,Wins and losses has no skips,Little quarentine activity/thought Go through your contacts and send a bunch of people you haven’t talked to in a long time a text message. It never hurts to make somebody’s day:),Quarantine is tough. Enjoy.,Everyone without a home gym punching air right now
18,kerifindlay,Thank you gurl!! Xxx,Thank you Tegan appreciate it!! Much love for u xx,"Thank you Reese, we’ll defo celebrate as soon as we all can!! X",Thankyou!! I might we’ll see,Thank you Stephen! X,"Thank you so much, can’t wait to see you to celebrate!! Lots of love xx",Getting nice pics next time we see each other!!,Love you loads gal thank u!! Even though you’ve done me so dirty in some of these ,"Thank you bae, can’t wait to celebrate and get drunk with you!! Love you mills ","Thank you gorg, much love "
18,nicopag1,Thanks Sophie x,Thanks Trev x,Thank you Rach x,Cheers David!,Thanks to you in-law xx,Thank you Cerys! xx,"Cheers Scotty, it’s been a belter as you can imagine x","Thank you Christy, see you soon! X","Thanks George, hope to see you out rioting after lockdown ",Cheers Euan 
18,SUMustangFB,12 was throwing DIMES all year!!!! #Play26Day26 #SUFootball50plays50days #BeAMustang #CODE,"You Love it, when a surprise goes as planned!!! #Play25Day25 #SUFootball50plays50days #BeAMustang #CODE","Fast, ATHLETIC, and Physical!!! #Play24Day24 #SUFootball50plays50days #BeAMustang #CODE","Pride Return Drill, lead the way for your teammate to get in the end zone!!!! #Play23Day23 #SUFootball50plays50days #BeAMustang #CODE",SPECIAL Teams is nothing but hustle and effort!!!! #Play22Day22 #SUFootball50plays50days #BeAMustang #CODE,@The_Franz1 made TOUGH catches like this all year long!!!! #Play21Day21 #SUFootball50plays50days #BeAMustang #CODE,"Great ball, put it only where the WR can catch it with 1 hand!!! #Play20Day20 #SUFootball50plays50days #BeAMustang #CODE",During times like this you must be creative and @Dee_3K created and extended the play!!! #Play19Day19 #SUFootball50plays50days #BeAMustang #CODE,On the first play from scrimmage this is how you set the tempo and attitude of the game!!! #Play18Day18 #SUFootball50plays50days #BeAMustang #CODE,The first ever Stevenson Touchdown at Mustang Stadium!!! #Play17Day17 #SUFootball50plays50days #BeAMustang #CODE
18,ekr_2002, someone Pwease ,Cherry pie , ,beautiful ,Thank you so so much beautiful ,I LOVE YOU I LOVE YOU I LOVE YOUUU THANK YOUUU ,Fucked up thing is I just realized I get to vote for the first time and these are my options. I was all for Bernie and then he drops. I honestly don’t even know what to do with this now:(,-AND SHE WAS SO CUTE AND FLUFFY!!! HER NAME IS GRACIE AND SHE IS PRECIOUS AND TINY AND UGHH!! it really made my day seeing her puppy in the background anyways this session I learned so much and I’ll make a separate post about my learnings the past few weeks ,So today she recommended me this book called “The gifts of imperfection” she was reading parts of it and it’s SOO food so I just ordered it. BUT WHAT I CAME HERE TO SAY SHE FINALLY BROUGHT HER DOG INTO MY SESSION-,"In therapy I go twice a week now. Mondays consist of general anxiety, social anxiety, and panic disorder stuff. Then Wednesday’s are educational and trauma based!! -"
18,shermskieeee,,,,,,,,,,
