age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252456232708759552,AnneRiceAuthor,CNNPolitics,Senator Romney made history. He will always be remembered as the one GOP Senator who stood up against Trump for truth. The rest will be tethered in shame to Trump forever. @CNNPolitics,2020-04-21 04:36:50+00:00,39,240,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252104551760453632,AnneRiceAuthor,gtconway3d,The man must resign now. He must be politely and legally surrounded and pressured to resign.,2020-04-20 05:19:22+00:00,30,157,,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1251921932510883840,AnneRiceAuthor,RaymondArroyo,"Raymond, you’ve always been irresistible. @RaymondArroyo",2020-04-19 17:13:42+00:00,2,36,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1251921015078191104,AnneRiceAuthor,JoeBiden,This is why I will #GoWithJoe.,2020-04-19 17:10:04+00:00,46,234,,#GoWithJoe,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1251662100088291328,AnneRiceAuthor,washingtonpost,"Gotta say, the Trump presidency makes heroes --- Pelosi, Schiff, & now Gretchen Whitmer.... How horrible it must be to realize (if Trump does realize) that you are not the hero of your own presidency.",2020-04-19 00:01:14+00:00,22,116,,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1251660661655887872,AnneRiceAuthor,mccaffreyr3,Amen.,2020-04-18 23:55:31+00:00,18,99,,,1.25E+18,,
74,1.25E+18,https://twitter.com/VinceMcMahon/status/1253408244971843590,VinceMcMahon,,"He’s the standard-bearer, the benchmark and the epitome of what it means to be a Superstar in #WWE and in life. Happy Birthday to 16-time World Champion, @JohnCena!",2020-04-23 19:39:47+00:00,1691,11863,#NAME?,#WWE,1.25E+18,,
74,1.25E+18,https://twitter.com/VinceMcMahon/status/1250866101124202496,VinceMcMahon,,"Saddened to learn of the passing of my friend and WWE’s first employee, WWE Hall of Famer Howard Finkel. The grandest moments in sports-entertainment history were made all the grander thanks to Howard’s iconic voice.",2020-04-16 19:18:13+00:00,2825,26574,,,1.25E+18,,
74,1.25E+18,https://twitter.com/VinceMcMahon/status/1246467723225415681,VinceMcMahon,,The only #WrestleMania too big for just one night. Thank you to each and every member of the #WWE Universe who invites us into their homes for an unprecedented Showcase of the Immortals.,2020-04-04 16:00:38+00:00,2794,21508,,#WrestleMania #WWE,1.25E+18,,
74,1.25E+18,https://twitter.com/VinceMcMahon/status/1245429405838725121,VinceMcMahon,,"Happy Birthday to a Superstar who embodies evolution, @RandyOrton!",2020-04-01 19:14:43+00:00,2379,24989,#NAME?,,1.25E+18,,
74,1.23E+18,https://twitter.com/VinceMcMahon/status/1232436156530188288,VinceMcMahon,,"Happy birthday to the limousine-riding, jet-flying, wheelin’-dealin’, two-time #WWE Hall of Famer, @RicFlairNatrBoy! #Woo",2020-02-25 22:44:11+00:00,829,8501,#NAME?,#WWE #Woo,1.23E+18,,
74,1.23E+18,https://twitter.com/VinceMcMahon/status/1232435601409900544,VinceMcMahon,xfl2020,#ForTheLoveOfFootball,2020-02-25 22:41:59+00:00,736,9913,,#ForTheLoveOfFootball,1.23E+18,,
74,1.23E+18,https://twitter.com/VinceMcMahon/status/1228441913377927168,VinceMcMahon,xfl2020,Thank you to everyone who joined us for Week 1 of @xfl2020 action. There’s much more where that came from. #ForTheLoveOfFootball.,2020-02-14 22:12:30+00:00,1048,12035,#NAME?,#ForTheLoveOfFootball,1.23E+18,,
74,1.23E+18,https://twitter.com/VinceMcMahon/status/1226188943256936448,VinceMcMahon,,"He’s still got it. Happy Birthday to the super-sized Superstar poised to take over @Netflix this year with his very own series, @WWETheBigShow! #TheBigShowShow",2020-02-08 17:00:00+00:00,910,11049,#NAME?,#TheBigShowShow,1.23E+18,,
74,1.23E+18,https://twitter.com/VinceMcMahon/status/1226173849038835714,VinceMcMahon,,"Today, @xfl2020 brings you more of the game you love as we kick off our inaugural season. We are beyond excited to hit the field. #ForTheLoveOfFootball",2020-02-08 16:00:01+00:00,2721,18589,#NAME?,#ForTheLoveOfFootball,1.23E+18,,
74,1.22E+18,https://twitter.com/VinceMcMahon/status/1222958438403190785,VinceMcMahon,,"She’s done it all, but she’s just getting started. Happy Birthday to @BeckyLynchWWE!",2020-01-30 19:03:07+00:00,1702,20406,#NAME?,,1.22E+18,,
